Car Names,Mileages,Ratings,Reviews,used/certified,price drop,Price
2021 Ford F-150 Lariat,35104,4.8,1037,Used,1104,62741
2019 BMW 540 i xDrive,19828,4.8,652,Used,626,47986
2020 Lexus GX 460 Base,19313,4.8,1908,Used,600,55771
2021 Acura RDX A-Spec,38876,4.9,437,Used,778,45997
2019 Cadillac CTS 2.0L Turbo Luxury,23331,4.8,511,Cadillac Certified,300,32765
2019 Ford F-150 XLT,40793,4.4,189,Used,615,43328
2021 Toyota RAV4 Hybrid XSE,17688,4.6,566,Toyota Certified,975,50985
2021 RAM 1500 Limited,14812,4.5,1174,Used,1000,59959
2020 Lexus IS 300 Base,22292,4.6,666,Used,500,39285
2020 Kia Telluride SX,24659,5,1,Used,3526,46995
2020 Porsche Panamera Edition,46360,4.9,1699,Used,1000,98950
2020 Lincoln Nautilus Standard,15665,4.7,562,Used,300,37768
2019 Ford Flex SEL,13725,4.9,2634,Used,500,33923
2019 Honda CR-V EX-L,40098,4.6,1353,Used,3000,27316
2009 Nissan Altima 2.5 S,46879,2.7,66,Used,1224,8995
2021 Volkswagen Tiguan 2.0T SE,78708,4.7,474,Used,2692,30998
2019 Buick Encore Essence,10338,4.8,985,Used,1350,24747
2020 BMW X7 xDrive40i,20407,4.7,1147,Used,897,68595
2021 Hyundai Palisade SEL,33396,4.9,840,Used,600,47990
2019 Subaru Crosstrek 2.0i Limited,19946,3.6,105,Used,491,26783
2020 Toyota Camry SE,48199,4.7,4239,Used,530,29827
2021 Chevrolet Tahoe High Country,48374,4.4,30,Used,944,76982
2019 Audi A3 2.0T Premium,24679,4.5,75,Used,500,30000
2019 Honda CR-V EX-L,19830,4.9,2634,Used,300,33499
2019 BMW X1 xDrive28i,57608,4.4,70,Used,1737,32500
2020 Mercedes-Benz GLE 350 Base 4MATIC,22478,4.9,30,Used,1000,58881
2021 Jeep Wrangler Unlimited 4xe Sahara,19321,4.5,929,Used,1000,54772
2019 BMW 540 i,15001,4.5,811,Used,962,37995
2021 GMC Yukon XL SLT,64274,4.4,53,Used,1000,75615
2020 Nissan Sentra SV,19779,4.9,6757,Used,500,24090
2020 Nissan Sentra SV,42247,4.9,6757,Used,10000,24114
2020 BMW X3 xDrive30i,41444,4.6,304,Used,4000,45598
2018 Nissan Rogue SV,11967,2.9,22,Used,1000,26998
2020 BMW 440 i,19135,4.5,1235,BMW Certified,3200,54987
2019 Toyota Camry SE,17595,4.5,259,Used,300,27990
2021 Audi Q7 55 Prestige,12937,4.4,807,Used,195,71799
2019 BMW 530e iPerformance,Mileage,4.5,929,BMW Certified,900,37999
2018 Ford Explorer XLT,34623,4.5,846,Used,920,32495
2019 Honda CR-V EX,33533,4.8,4095,Used,783,31968
2020 Nissan Rogue SL,19015,4.6,193,Nissan Certified,890,35503
2020 Hyundai Palisade SEL,11300,4.7,332,Used,900,45000
2021 Hyundai Palisade Calligraphy,15206,4.7,2609,Used,1000,53995
2021 BMW X3 sDrive30i,12396,4.4,456,Used,130,44957
2019 BMW M550 i xDrive,18167,4.7,416,Used,2889,56994
2021 Mazda CX-9 Grand Touring,21819,4.9,9504,Used,500,41991
2019 Honda CR-V EX,11917,4.6,1629,Used,500,29335
2021 Toyota Supra 3.0 Premium,49581,4.9,1626,Used,1000,54877
2021 Chevrolet Traverse LT Cloth,19506,4.4,3358,Used,340,37998
2019 Mercedes-Benz GLC 300 Base,45207,4.9,1013,Mercedes-Benz Certified,300,40873
2015 Toyota Corolla S Plus,17475,4.7,1207,Used,491,18680
2019 BMW X3 xDrive30i,47580,1.6,28,Used,300,32888
2016 Audi Q3 2.0T Premium Plus,46588,4.7,848,Used,2000,19441
2017 Subaru Impreza 2.0i,118260,4.5,15,Used,499,16823
2019 Mercedes-Benz GLS 450 ,40060,4.9,354,Used,475,51909
2018 Jeep Grand Cherokee Trailhawk,45377,4.3,782,Jeep Certified,275,35895
1997 Mazda MX-5 Miata Leather,46242,4.4,25,Used,265,9950
2022 Audi Q5 S line Premium,43950,4.1,22,Used,1800,47840
2021 BMW 330 i,11599,4.6,800,Used,1001,41731
2017 Ford F-150 Lariat,11487,4.4,1760,Used,600,36951
2017 Nissan Armada Platinum,87849,4.3,1383,Used,2000,33995
2020 Audi Q8 55 Prestige,84023,4.8,1556,Used,200,70995
2021 Mazda CX-5 Touring,44808,4.5,17,Used,401,36725
2020 Volkswagen Tiguan 2.0T SE,14863,2.8,24,Used,1000,27959
2019 Ford Explorer XLT,12625,4.2,0,Used,400,37998
2019 Lexus RX 350L Premium,26372,4.3,1371,Used,200,44516
2019 BMW X1 xDrive28i,29453,3.3,40,Used,495,32500
2019 Buick Encore Preferred,45332,4.6,131,Buick Certified,805,23200
2021 Mazda CX-5 Grand Touring,14611,4.5,800,Used,200,29559
2021 BMW 530 i,43475,4.9,45,Used,1000,53496
2017 Land Rover Range Rover 3.0L Supercharged HSE,15031,4.7,422,Used,2000,50900
2020 Volkswagen Tiguan 2.0T SE,86540,4.6,658,Used,1388,28503
2021 Hyundai Palisade Calligraphy,18021,4.3,1025,Used,670,51900
2014 Lexus LS 460 Base,16520,4.9,121,Used,400,33974
2018 Tesla Model 3 Long Range,58618,4.5,2077,Used,1240,53990
2019 Cadillac XT4 Sport,18589,4.7,1439,Used,500,38992
2014 Mercedes-Benz E-Class E 350,17792,4.4,1685,Used,1440,22114
2010 Bentley Continental Flying Spur Speed,52431,4.5,13,Used,200,54533
2019 Toyota Highlander LE Plus,57957,3.8,383,Used,1000,34995
2021 Mercedes-Benz AMG GLE 63 S-Model 4MATIC,18147,4.6,20,Mercedes-Benz Certified,6000,128999
2019 Ford F-150 XLT,14518,4.5,42,Used,725,43339
2014 Honda Accord EX-L,49082,4.6,1235,Used,935,18225
2020 Ford Explorer XLT,Mileage,4.3,1135,Ford Certified,778,36795
2019 Lexus RX 350 350,19768,2.7,30,Used,919,46444
2020 Hyundai Palisade SEL,13035,4.7,982,Used,806,42000
2018 Maserati GranTurismo Sport,27533,4.8,1696,Maserati Certified,2760,79900
2021 Kia Seltos S,19798,4.6,4035,Kia Certified,300,27681
2018 Audi Q5 2.0T Tech Premium,11405,4.6,166,Used,998,35394
2020 Mercedes-Benz GLE 350 Base 4MATIC,17448,4.8,1220,Mercedes-Benz Certified,898,59954
2019 Subaru Forester Touring,35836,4.7,4183,Used,100,37995
2020 Acura TLX FWD,22437,4.2,548,Used,1000,28695
2020 Audi Q5 45 Premium Plus,9864,3.4,88,Used,1011,44992
2019 Volvo XC60 T5 Momentum,16476,4.7,1680,Volvo Certified,2409,44968
2020 Hyundai Palisade SEL,33268,4.8,1342,Used,200,40992
2019 Mercedes-Benz CLA 250 Base,52617,3.9,11,Used,4988,27899
2020 BMW X5 xDrive40i,48135,4.6,273,Used,1073,56495
2020 Mercedes-Benz AMG G 63 Base,19311,4,59,Used,1000,199999
2015 Mercedes-Benz SLK-Class SLK 250,18888,4.7,1685,Used,1001,31995
2019 Audi SQ5 3.0T Premium,35720,4.7,1104,Used,495,48911
2021 Honda Pilot Special Edition,16740,3.9,131,Used,1000,39957
2019 Ford Expedition Limited,10163,4.8,840,Used,1503,45946
2018 Audi A7 3.0T Premium Plus,58994,4.5,220,Used,613,44000
2019 Cadillac XT5 Luxury,55000,4.5,1174,Used,475,33799
2021 Lamborghini Urus ,35180,4.2,328,Used,1369,283900
2020 RAM 1500 Laramie,13654,4.9,2266,Used,1599,48977
2019 Ford Edge SEL,19821,4.8,935,Ford Certified,3000,29877
2019 BMW 430 Gran Coupe i xDrive,10620,4.6,800,Used,1500,33990
2019 BMW 540 i xDrive,51503,4.7,1102,Used,7775,45495
2018 Mercedes-Benz GLE 350 Base 4MATIC,31587,2.8,34,Used,994,39495
2021 Volkswagen Atlas 2.0T S,18109,4.7,1250,Used,500,35998
2019 Honda CR-V EX,14663,4.7,833,Honda Certified,200,26497
2020 BMW X3 xDrive30i,45248,4.6,143,BMW Certified,446,45995
2020 Honda CR-V EX-L,38288,5,1,Honda Certified,500,35776
2018 Subaru Impreza 2.0i Premium,19352,4.5,717,Used,852,20409
2020 Dodge Durango SRT,82422,4.7,3487,Used,1076,67998
2016 Mercedes-Benz GLE-Class GLE 350,19086,3.3,15,Used,1198,29991
2013 Ford Edge Limited,47716,4.6,1140,Used,4062,21999
2019 Honda CR-V EX,37099,4.9,916,Used,806,31015
2021 Genesis GV80 3.5T,19501,2.4,24,Used,500,70950
2019 INFINITI QX60 Luxe,10365,4.5,2758,Used,250,33892
2021 Volkswagen Tiguan 2.0T SE,18585,4.8,1289,Used,240,29998
2021 Honda Pilot Special Edition,18873,4.9,4,Honda Certified,5533,37890
2018 Toyota Highlander SE,11709,4.6,1055,Used,1000,29260
2022 Honda Civic Sport,90642,4.7,209,Used,205,32500
2019 Porsche Macan Base,11885,4.8,1267,Used,499,53495
2021 GMC Yukon Denali,19663,3.7,3,Used,1000,83960
2016 GMC Yukon Denali,11182,4.5,438,Used,500,40996
2020 Hyundai Palisade SEL,78519,4.7,837,Used,500,41998
2020 Kia Sportage S,40296,3.6,12,Used,700,30944
2021 Aston Martin DBX Base,15042,4.7,165,Used,300,174800
2019 INFINITI QX60 Luxe,3457,4.1,56,Used,2462,36998
2019 Honda CR-V EX-L,Mileage,4.7,2189,Honda Certified,1000,33998
2018 Chevrolet Silverado 1500 LTZ,16627,4.1,107,Used,1569,43410
2020 Ford Escape Titanium,47150,4.9,1079,Used,990,31995
2019 INFINITI QX50 ESSENTIAL,51887,4.8,1378,Used,594,36309
2017 Honda Accord EX-L,15004,5,4,Used,1000,25097
2019 Cadillac XT5 Luxury,46572,4.8,1911,Cadillac Certified,1000,39990
2017 Toyota Camry SE,16001,4.8,1558,Used,1890,18998
2021 Lexus GX 460 Base,84217,4.7,910,Used,214,56998
2020 Toyota Camry SE,15064,4.8,3666,Used,300,29565
2019 Jeep Grand Cherokee Limited,34214,4.7,1610,Used,2253,33000
2019 RAM 1500 Classic Warlock,31483,4.7,643,Used,163,33299
2019 RAM 1500 Classic Warlock,19442,4.5,121,Used,1495,33916
2020 Subaru Outback Limited,16201,4.9,1670,Subaru Certified,2000,35477
2019 Ford Escape Titanium,30789,4.8,1288,Used,417,30997
2021 Chevrolet Equinox 1LT,17597,4,4,Used,599,29991
2020 GMC Sierra 3500 AT4,45081,4.6,516,GMC Certified,1226,82975
2020 Nissan Rogue SL,15413,4.5,720,Used,1402,25166
2021 Lexus RX 350 Base,58101,4.7,1885,Used,946,50900
2018 Toyota RAV4 LE,15389,4.7,2261,Used,2000,29991
2020 Land Rover Range Rover P525 HSE,11102,4.3,504,Used,2800,91880
2019 Land Rover Range Rover 5.0L V8 Supercharged,48921,4.4,161,Used,4000,93295
2021 BMW 330 i xDrive,44694,4.7,1207,Used,2000,44440
2021 RAM 1500 Laramie,12588,4.8,721,Used,3931,54500
2000 Toyota Land Cruiser Base (A4),15187,4.7,218,Used,2003,12742
2021 Toyota RAV4 LE,277281,4.8,3260,Toyota Certified,1800,29399
2020 Lincoln Aviator Reserve AWD,10953,4.9,58,Used,3011,64500
2021 Toyota Highlander Hybrid LE,14417,4.7,95,Used,401,45990
2020 BMW X5 xDrive40i,19695,4.5,1255,Used,876,57994
2019 Land Rover Range Rover Velar P380 HSE R-Dynamic,19619,4.3,201,Used,573,62495
2019 Mercedes-Benz GLS 450 Base 4MATIC,44598,4.6,2367,Mercedes-Benz Certified,900,59046
2018 Mercedes-Benz GLE 350 Base 4MATIC,29800,4.6,685,Used,1160,41970
2021 BMW X3 sDrive30i,22831,4.5,61,BMW Certified,1245,46389
2020 Kia Sorento S,18034,4.4,303,Used,600,32744
2022 Toyota Corolla LE,11410,4.7,4618,Toyota Certified,468,27991
2020 Kia Sorento LX V6,10756,3.3,33,Used,4000,24888
2021 Tesla Model S Long Range,45890,4.5,749,Used,1400,90998
2018 Volkswagen Tiguan 2.0T S,36975,4.5,888,Used,300,20588
2018 Subaru Outback 2.5i Limited,47252,4.8,233,Subaru Certified,1001,28860
2019 Honda Pilot EX-L,39758,4.9,7396,Honda Certified,1678,36643
2019 Subaru Crosstrek 2.0i,41223,4.8,65,Used,530,26500
2019 Mercedes-Benz CLA 250 Base 4MATIC,19821,4.5,848,Used,490,30995
2019 Subaru Ascent Limited 7-Passenger,25296,4.9,312,Used,2459,36998
2020 Mercedes-Benz AMG C 63 Base,36223,4.7,1685,Used,200,78537
2018 Ford F-150 Lariat,17647,4.8,152,Used,989,41474
2021 BMW X1 xDrive28i,59441,4.9,2705,Used,1239,41229
2019 BMW X5 xDrive40i,16341,4.7,247,BMW Certified,5673,53996
2019 Lexus GX 460 Base,24093,4.9,907,Used,434,47988
2021 Tesla Model Y Long Range,19546,4.8,1783,Used,2000,71900
2020 GMC Acadia Denali,Mileage,5,2,Used,807,34400
2021 Honda Pilot EX-L,47191,4.9,12787,Used,505,39211
2021 BMW X5 xDrive40i,16248,4.7,1064,BMW Certified,245,66977
2020 Mazda CX-5 Grand Touring,12961,3.9,7,Used,110,31989
2017 Hyundai Santa Fe Sport 2.4L,37175,3.3,3,Used,3000,24998
2018 GMC Yukon SLT,40198,4.4,81,Used,500,46995
2019 Acura RDX A-Spec,56840,4.3,364,Used,250,41150
2019 Honda Pilot EX-L,32335,4.8,965,Used,1000,34788
2019 Lexus RX 350 350,64951,4.5,98,Used,100,41900
2019 BMW X5 xDrive40i,46262,4.8,1470,Used,910,52990
2021 Land Rover Range Rover Velar S,24368,4.8,1174,Used,400,67997
2022 Kia Sportage LX,16843,4.5,2604,Kia Certified,1000,27250
2015 Dodge Durango Citadel,13953,4.6,1298,Used,600,29590
2019 Ford Escape Titanium,53903,4.7,769,Ford Certified,2033,27999
2019 BMW X7 xDrive50i,24617,4.9,1831,Used,1000,69650
2019 Mercedes-Benz AMG GLC 63 Base 4MATIC,42656,4.4,495,Used,1000,68998
2018 INFINITI QX80 Base,32924,3.5,19,Used,1000,42998
2019 Chevrolet Trax LT,48314,4.2,29,Used,500,22500
2018 Dodge Durango GT,10589,3.2,554,Used,3477,31699
2017 Lexus RX 350 F Sport,69023,4.8,626,Used,1000,38900
2020 GMC Terrain Denali,66610,4.7,492,Used,2017,39490
2019 Lexus RX 350 350,14512,3.7,11,Used,129,40588
2018 Alfa Romeo Stelvio Ti,49635,4.4,1760,Used,150,31985
2018 Cadillac XT5 Luxury,42425,4.7,46,Cadillac Certified,1000,33304
2020 Volvo XC40 T5 Momentum,38742,4.7,555,Used,503,35997
2019 Lexus RX 350 350,31264,4.8,1710,Used,3361,48000
2020 Chevrolet Camaro 2SS,17997,4.7,146,Used,1250,49000
2021 BMW X5 xDrive40i,15355,4.5,811,Used,3800,63995
2019 Lexus LS 500 Base,19906,4.4,432,Used,500,58969
2021 Mercedes-Benz AMG GLE 53 Base,20670,4.7,739,Used,319,95965
2019 Buick Encore Preferred,16789,4.3,10,Used,100,24999
2021 Cadillac Escalade Base,13272,4.5,719,Used,790,102900
2020 Acura RDX Base,24838,4.3,281,Acura Certified,2400,37440
2020 Chevrolet Silverado 2500 High Country,54369,4.6,174,Used,1161,72842
2019 Honda CR-V Touring,18059,4.6,6140,Used,1000,31495
2019 Mercedes-Benz GLS 450 Base 4MATIC,31171,4.5,67,Used,1121,52991
2019 Mercedes-Benz CLA 250 Base,39138,3.2,14,Used,900,34998
2019 GMC Acadia Denali,20135,4.7,1221,Used,100,38997
2018 Audi S5 3.0T Premium Plus,49512,4.8,2081,Used,1000,46994
2021 Ford F-150 Lariat,38545,4.4,569,Used,218,56873
2020 Dodge Durango GT,41768,4.8,181,Used,300,35944
2017 Mercedes-Benz C-Class C 300,48457,4.6,240,Used,3070,27443
2017 Toyota Tundra SR5,36340,4.8,1359,Used,2009,39910
2021 Tesla Model Y Performance,23315,4.4,730,Used,1478,79990
2015 Mercedes-Benz S-Class S 550 4MATIC,Mileage,4.8,4891,Used,500,46547
2021 Toyota RAV4 LE,49535,4.8,2310,Used,1992,31195
2018 Audi Q7 2.0T Premium Plus,60210,4.9,3254,Used,500,39999
2020 Cadillac XT5 Premium Luxury,31686,4.4,322,Used,647,35000
2019 BMW X1 xDrive28i,47357,3.9,338,Used,2200,36631
2020 Kia Sorento LX,35315,4,43,Used,3013,29995
2020 Volkswagen Atlas 2.0T S,43290,4.7,670,Used,667,31499
2018 Jeep Grand Cherokee Limited,20890,4.2,89,Used,2000,34990
2020 Chevrolet Silverado 3500 High Country,19025,4.5,627,Used,1874,79900
2021 Honda CR-V EX-L,39782,4.9,317,Used,501,38987
2019 GMC Acadia SLE-2,13665,4.7,284,Used,459,31290
2018 BMW 340 i xDrive,14607,3.4,484,Used,2294,35995
2022 BMW X2 sDrive28i,29673,4.6,3551,Used,3878,37432
2020 Tesla Model 3 Performance,11161,4.1,7,Used,1000,68600
2021 Audi Q5 45 Premium,14491,4.5,137,Used,509,43777
2020 Kia Sorento LX,10016,4.4,752,Used,400,24977
2017 INFINITI QX50 ,47010,4.5,485,Used,380,28278
2020 Hyundai Palisade SEL,14587,4.7,363,Used,1000,45794
2018 Mercedes-Benz GLE 350 Base,20789,4.3,1341,Used,1001,37990
2020 BMW M340 i xDrive,41530,4.2,301,Used,991,48923
2019 Honda Pilot Touring 7-Passenger,27260,4.8,2800,Used,1900,36498
2018 Hyundai Tucson Limited,49149,4.6,1789,Used,145,27793
2021 Honda Pilot EX-L,21092,4.4,608,Used,400,35994
2021 Toyota RAV4 LE,34763,4.9,350,Used,1000,30549
2019 Mercedes-Benz GLS 450 Base 4MATIC,38233,4.9,1520,Used,1005,55997
2018 Toyota 4Runner Limited,40248,4.7,1058,Used,300,43555
2020 Ford F-250 LARIAT,27082,4.5,877,Used,387,85998
2019 Jeep Grand Cherokee Limited,18827,3.8,3,Used,864,44998
2014 GMC Sierra 2500 Denali,19011,4.5,343,Used,1000,42998
2019 Audi Q8 3.0T Premium,88408,4.5,612,Used,500,67972
2012 Subaru Impreza 2.0i,24796,3.1,115,Used,1000,16995
2020 BMW X3 sDrive30i,49959,4.5,811,Used,890,42995
2021 Lexus GX 460 Base,11793,5,65,Used,1000,58479
2020 Mercedes-Benz A-Class A 220,19235,4.7,2073,Used,1000,39987
2019 BMW X5 xDrive40i,19695,4.9,2702,BMW Certified,400,53495
2021 Jeep Renegade Limited,37005,4.9,626,Used,500,32500
2019 Nissan Rogue SL,10200,4.2,1371,Used,497,26900
2018 Dodge Durango SRT,42232,5,5,Used,1000,57948
2019 GMC Sierra 1500 Denali,48126,4.8,1113,Used,500,56973
2020 Chevrolet Corvette Stingray w/2LT,24281,4.7,1559,Used,996,92981
2018 BMW X2 sDrive28i,17616,4.7,1456,Used,310,32902
2017 Ford Escape Titanium,23175,4.5,590,Used,1000,19990
2019 BMW X5 xDrive40i,74093,4.8,162,BMW Certified,250,56938
2021 BMW X3 xDrive30i,13693,4.7,272,Used,998,42899
2018 Dodge Durango SRT,Mileage,4.3,617,Used,1000,63488
2017 Ford Mustang GT Premium,10002,4.5,591,Used,671,32500
2016 Ford F-350 Lariat Super Duty,63109,4.6,1233,Used,1361,60100
2012 Mercedes-Benz CLS-Class CLS 550,37787,4.2,9082,Used,1362,26590
2019 Volvo XC60 T5 Momentum,75771,4.7,1680,Volvo Certified,1370,37968
2019 Audi A8 L 55,35000,4.5,127,Used,400,61900
2019 Jeep Grand Cherokee Limited,42889,4.8,1101,Used,2014,36959
2011 Chevrolet Corvette Grand Sport,15156,3.9,78,Used,500,47999
2020 BMW X4 xDrive30i,32223,4.7,2683,Used,1000,52387
2019 Acura ILX ,16511,4.7,2362,Used,1000,26998
2018 Audi Q7 3.0T Premium Plus,28324,4.3,1506,Used,1000,37999
2019 Lexus RX 350 350,54750,4.8,1114,Used,430,45898
2020 Hyundai Santa Fe Limited 2.0T,20225,4.8,918,Used,1266,38241
2020 Acura TLX FWD,11260,4.7,1358,Acura Certified,573,32486
2014 Toyota Avalon XLE,26658,3.8,126,Used,1320,10993
2020 RAM 1500 Laramie,191393,4.8,1709,Used,579,50977
2018 Dodge Durango GT,16535,4.7,603,Used,1000,32479
2021 RAM 1500 Laramie,67504,4.8,553,Used,1400,59770
2019 Land Rover Range Rover Velar P340 SE R-Dynamic,18012,4.8,1267,Used,1637,61985
2021 Audi A6 55 Premium Plus,16929,4.8,1556,Used,8830,57995
2020 Cadillac XT4 Sport,17991,3.1,61,Used,500,44990
2019 Mercedes-Benz GLA 250 Base 4MATIC,19616,4.6,2367,Mercedes-Benz Certified,600,35350
2021 GMC Sierra 1500 AT4,15135,3.7,6,Used,2500,61950
2021 Audi A6 55 Premium Plus,19779,4.8,1556,Used,4990,51995
2019 Buick Encore Essence,15791,4.7,119,Used,112,27350
2017 Acura ILX ,12663,3.9,8,Used,711,21998
2016 Mercedes-Benz SLK-Class SLK300,82111,4.7,927,Used,2998,27995
2020 Ford Transit-250 Base,59832,4.4,1446,Used,1372,46000
2018 Honda CR-V EX-L,20858,4.7,2867,Used,1250,30500
2020 Toyota Corolla LE,23539,4.5,3795,Toyota Certified,507,25988
2018 Tesla Model X 75D/100D/P100D,14260,4.6,1629,Used,198,120000
2019 Honda Pilot EX-L,38000,4.8,1556,Used,434,33994
2020 Audi Q8 55 Prestige,60320,4.9,705,Used,5231,79995
2019 Chevrolet Traverse LS,21476,4.3,97,Used,508,30999
2019 Tesla Model 3 Mid Range,48051,4.7,1185,Used,1600,49900
2020 Honda CR-V EX-L,34724,4.7,365,Used,1000,34426
2021 Honda Pilot Special Edition,18393,4.6,372,Used,425,41452
2019 BMW 330 i xDrive,Mileage,4.8,94,BMW Certified,731,34672
2021 Volkswagen Tiguan 2.0T S,49122,4.5,753,Used,1000,26000
2019 BMW X7 xDrive40i,18856,3.6,24,BMW Certified,520,70250
2018 Volkswagen Tiguan 2.0T SEL,23518,3.8,90,Used,1500,26450
2017 BMW X5 xDrive35i,13160,3.7,3,Used,295,23950
2020 RAM 1500 Limited,93473,4.5,1896,Used,500,54725
2021 Toyota Corolla LE,45372,4.6,367,Used,734,24990
2020 Nissan Rogue SV,12368,4.8,3293,Used,593,30777
2020 Ford F-150 Lariat,15030,4.6,9,Used,501,49995
2019 Audi Q8 3.0T Premium,54721,4.7,566,Used,923,50997
2018 Toyota Camry XSE,61696,4.6,187,Used,500,35500
2019 Cadillac XT5 Luxury,12604,4.8,2071,Used,423,32700
2020 GMC Sierra 1500 Elevation,58314,4.7,1221,Used,2250,44497
2020 Volkswagen Tiguan 2.0T SE,19973,4.9,246,Used,299,24125
2020 Mercedes-Benz GLE 350 Base 4MATIC,47162,4.9,3863,Used,1000,50494
2018 Cadillac XT5 Luxury,51179,4.8,325,Used,684,30966
2021 BMW 330 i,35748,4.5,1235,BMW Certified,300,42887
2022 Mercedes-Benz GLC 300 Base 4MATIC,13058,4.6,908,Mercedes-Benz Certified,1487,46999
2019 BMW X3 M40i,6865,4.7,1805,Used,1274,51811
2019 Volvo XC60 T5 Momentum,22679,3.9,7,Used,775,40000
2020 Ford Explorer ST,24473,4.5,321,Used,500,49900
2019 Lexus ES 350 350,18593,4.4,224,Used,120,40997
2019 Lexus RX 350 350,10176,4,26,Used,1001,45993
2014 Jeep Grand Cherokee Limited,22030,4,409,Used,150,19995
2019 Cadillac CTS 2.0L Turbo Luxury,90242,4.8,325,Used,286,35999
2021 Land Rover Defender 110 X-Dynamic SE,12745,4.3,152,Used,500,78998
2019 Mercedes-Benz A-Class A 220 4MATIC,36900,4.6,816,Used,557,29750
2020 Jeep Grand Cherokee Altitude,47796,4.2,548,Jeep Certified,399,39601
2020 Acura RDX Base,19971,4.5,894,Used,4031,39987
2020 Toyota Corolla XSE,34181,4.6,30,Used,400,22888
2022 Kia Telluride SX,44512,4,171,Used,1000,59998
2019 Honda CR-V EX,15962,4.9,2634,Honda Certified,1141,32490
2019 Volvo XC60 T6 R-Design,12185,4.9,2114,Volvo Certified,341,45200
2014 Mazda CX-5 Grand Touring,30748,4.6,1179,Used,197,20998
2021 Tesla Model Y Long Range,63001,4.6,587,Used,1600,69994
2018 Toyota Mirai Base,11499,4.4,403,Toyota Certified,107,17995
2016 Mercedes-Benz S-Class S 550 4MATIC,41463,4.8,651,Used,500,46800
2019 BMW X3 xDrive30i,53020,4.6,367,BMW Certified,299,43500
2019 Toyota Tundra SR5,15958,3.9,182,Used,2462,45252
2020 Mazda CX-5 Grand Touring,24825,4.8,1250,Used,668,32998
2019 Toyota Camry SE,11754,4.7,2623,Used,477,23726
2019 Honda CR-V EX-L,22157,4.6,1093,Used,243,30900
2019 Cadillac CT6 3.6L Premium Luxury,41071,4.9,237,Used,2268,42500
2020 Ford Escape Titanium,37718,4.8,1299,Used,500,31500
2021 Toyota Camry SE,42954,4.9,350,Used,809,28509
2019 Ford F-450 Platinum,39772,4.5,877,Used,603,93888
2019 BMW X5 xDrive40i,37754,4.5,817,BMW Certified,117,52998
2018 Lincoln Navigator L Select,46717,4.8,711,Used,1000,59962
2020 Kia Sportage LX,18286,3.7,117,Used,805,28852
2020 BMW X6 M50i,Mileage,3.9,60,BMW Certified,500,88488
2020 Jeep Grand Cherokee Limited,20843,4.9,4719,Used,2105,41675
2018 Toyota 4Runner Limited,24980,4.8,612,Used,482,41000
2020 Honda CR-V EX-L,59895,4.3,1037,Used,2145,35760
2019 Mercedes-Benz GLC 300 Base 4MATIC,30613,4.6,421,Used,323,39540
2018 Volkswagen Atlas 3.6L SEL,11665,4.4,181,Used,200,35125
2018 Mitsubishi Outlander SE,47315,4,149,Used,1000,18998
2014 Dodge Durango Citadel,57264,4.4,193,Used,1000,25894
2018 Volvo XC60 T6 Momentum,66821,4.3,131,Used,450,34507
2020 Land Rover Range Rover Sport 3.0 Supercharged HST,46967,4.2,176,Used,1079,83350
2020 GMC Acadia SLT,22058,4.6,304,Used,427,31000
2019 Volkswagen Tiguan 2.0T SE,67477,4.4,175,Used,500,22488
2020 BMW M5 Base,26765,3.8,57,Used,2542,87000
2019 Mercedes-Benz CLA 250 Base 4MATIC,30072,4.7,217,Used,4403,32900
2014 Mercedes-Benz E-Class E 350 4MATIC,30174,4.1,882,Used,868,21499
2019 Toyota RAV4 LE,86859,4,382,Used,501,31997
2021 Audi Q3 45 S line Premium,22411,4.8,609,Used,1928,38995
2020 Nissan Pathfinder SL,12300,5,2,Used,2195,31908
2021 Jeep Grand Cherokee Limited,58997,4.6,722,Used,1320,44950
2021 Volkswagen Tiguan 2.0T S,17335,4.8,652,Used,400,25497
2020 Volvo S90 T6 R-Design,16972,4.7,1680,Volvo Certified,500,50962
2018 Lexus GX 460 Base,19750,5,9,Used,1000,46988
2020 Land Rover Range Rover Evoque S,17588,4.5,811,Used,494,43995
2021 Kia Sorento LX,18239,4.6,675,Used,950,32490
2017 Subaru Outback 2.5i Premium,44986,4.9,467,Used,305,23500
2021 Tesla Model Y Long Range,81604,4.8,1783,Used,1910,68900
2015 Mercedes-Benz G-Class G 550,19048,4.6,404,Used,1344,88595
